"n","k","beta1","beta2","beta3","rep","LC","LR"
100,100,1,1,10,24,0.000374888760484438,2667.45793794346
100,100,1,1,10,25,8.70604265431001e-07,1148627.49897617
100,100,1,1,10,26,1,1
100,100,1,1,10,27,0.0971522319713395,10.2931243030526
100,100,1,1,10,28,3.22538994491156e-06,310040.031462744
100,100,1,1,10,29,0.0017146020121384,583.22572405758
100,100,1,1,10,30,0.000200405306717479,4989.88782472587
1000,100,1,1,10,1,5.30737576696606e-68,1.88417033936839e+67
1000,100,1,1,10,2,1.23073994729119e-70,8.12519332131018e+69
1000,100,1,1,10,3,2.89446619222941e-69,3.45486847517734e+68
1000,100,1,1,10,4,1.1715381186408e-68,8.53578713392773e+67
1000,100,1,1,10,5,1.96454267556091e-68,5.09024320234979e+67
1000,100,1,1,10,6,1.79733431035942e-62,5.56379519511886e+61
1000,100,1,1,10,7,1.03322056155414e-65,9.67847560540052e+64
1000,100,1,1,10,8,5.0377135327652e-61,1.98502751991755e+60
1000,100,1,1,10,9,9.3732356872898e-70,1.0668674440311e+69
1000,100,1,1,10,10,1.15147358652413e-68,8.68452400214083e+67
1000,100,1,1,10,11,3.53578643806923e-67,2.82822511346603e+66
1000,100,1,1,10,12,4.51706192989101e-75,2.21382840333148e+74
1000,100,1,1,10,13,5.62733604111884e-63,1.77703977991188e+62
1000,100,1,1,10,14,2.78340836976621e-68,3.59271751447666e+67
1000,100,1,1,10,15,5.52686633776658e-66,1.80934355724641e+65
1000,100,1,1,10,16,8.02188509628525e-62,1.24658978282184e+61
1000,100,1,1,10,17,1.16900147518177e-71,8.55430913673149e+70
1000,100,1,1,10,18,8.22167547119791e-68,1.21629709601551e+67
1000,100,1,1,10,19,9.05787245466424e-77,1.10401201276031e+76
1000,100,1,1,10,20,2.95515059577984e-78,3.38392229968946e+77
1000,100,1,1,10,21,2.94858177664137e-60,3.39146096581749e+59
1000,100,1,1,10,22,1.48332924919894e-75,6.74159159566255e+74
1000,100,1,1,10,23,3.30434078120039e-67,3.02632224160827e+66
1000,100,1,1,10,24,1.3734874813992e-72,7.28073618101916e+71
1000,100,1,1,10,25,1.29350152889555e-66,7.7309533669732e+65
1000,100,1,1,10,26,3.5264780769263e-77,2.835690391904e+76
1000,100,1,1,10,27,9.47458872965487e-68,1.05545478387897e+67
1000,100,1,1,10,28,2.02701831903123e-66,4.93335452675104e+65
1000,100,1,1,10,29,6.8030890608808e-69,1.46992048913517e+68
1000,100,1,1,10,30,1.64418923550484e-73,6.08202497866955e+72
10000,100,1,1,10,1,0,Inf
10000,100,1,1,10,2,0,Inf
10000,100,1,1,10,3,0,Inf
10000,100,1,1,10,4,0,Inf
10000,100,1,1,10,5,0,Inf
10000,100,1,1,10,6,0,Inf
10000,100,1,1,10,7,0,Inf
10000,100,1,1,10,8,0,Inf
10000,100,1,1,10,9,0,Inf
10000,100,1,1,10,10,0,Inf
10000,100,1,1,10,11,0,Inf
10000,100,1,1,10,12,0,Inf
10000,100,1,1,10,13,0,Inf
10000,100,1,1,10,14,0,Inf
10000,100,1,1,10,15,0,Inf
10000,100,1,1,10,16,0,Inf
10000,100,1,1,10,17,0,Inf
10000,100,1,1,10,18,0,Inf
10000,100,1,1,10,19,0,Inf
10000,100,1,1,10,20,0,Inf
10000,100,1,1,10,21,0,Inf
10000,100,1,1,10,22,0,Inf
10000,100,1,1,10,23,0,Inf
10000,100,1,1,10,24,0,Inf
10000,100,1,1,10,25,0,Inf
10000,100,1,1,10,26,0,Inf
10000,100,1,1,10,27,0,Inf
10000,100,1,1,10,28,0,Inf
10000,100,1,1,10,29,0,Inf
10000,100,1,1,10,30,0,Inf
100,500,1,1,10,1,0.49983103166331,2.00067610182636
100,500,1,1,10,2,0.0215012336495468,46.5089592671385
100,500,1,1,10,3,0.00174375500095591,573.475057821661
100,500,1,1,10,4,9.5149364761005e-07,1050979.1657693
100,500,1,1,10,5,5.80573827098681e-05,17224.338289539
100,500,1,1,10,6,2.09088568198957e-05,47826.6224028305
100,500,1,1,10,7,78.8038529187719,0.0126897348665269
100,500,1,1,10,8,3.48110160340156e-08,28726538.7204685
100,500,1,1,10,9,2.16589431131139e-05,46170.3045609149
100,500,1,1,10,10,1.854229454243e-05,53930.7580144256
100,500,1,1,10,11,1.87288143872538e-05,53393.6627980342
100,500,1,1,10,12,5.39769567882741e-05,18526.4242280743
100,500,1,1,10,13,4.4137662625958e-07,2265638.77764539
100,500,1,1,10,14,7.01180827947585e-07,1426165.63394508
100,500,1,1,10,15,1.8004170641889e-06,555426.861859091
100,500,1,1,10,16,2.21435239158636e-05,45159.9304518827
100,500,1,1,10,17,1.40204651236219e-09,713243099.414145
100,500,1,1,10,18,4.02761786910314e-05,24828.5719375527
100,500,1,1,10,19,0.000979244801095679,1021.1951075779
100,500,1,1,10,20,0.00225825483045212,442.819821091578
100,500,1,1,10,21,0.00381181519049751,262.342204441838
100,500,1,1,10,22,2.6662591399252e-05,37505.731720738
100,500,1,1,10,23,0.00323098111720335,309.503511077642
100,500,1,1,10,24,1.40346721535765e-08,71252109.7078257
100,500,1,1,10,25,0.000117020914131038,8545.48101444688
100,500,1,1,10,26,0.000834389445046095,1198.48112405683
100,500,1,1,10,27,3.61335937334587e-05,27675.0773082952
100,500,1,1,10,28,0.000943295037259799,1060.1137083313
100,500,1,1,10,29,3.62945613277661e-05,27552.3374141177
100,500,1,1,10,30,7.52547257509798e-06,132882.020367602
1000,500,1,1,10,1,1.4545332254291e-57,6.87505780216875e+56
1000,500,1,1,10,2,5.89283907184001e-69,1.69697490090758e+68
1000,500,1,1,10,3,2.54713089157182e-66,3.92598591344046e+65
1000,500,1,1,10,4,2.30983872997399e-74,4.32930657462506e+73
1000,500,1,1,10,5,3.10523948743919e-72,3.22036353088075e+71
1000,500,1,1,10,6,6.15930012253399e-59,1.62356108665897e+58
1000,500,1,1,10,7,2.19638554265963e-67,4.55293472196637e+66
1000,500,1,1,10,8,2.8538849397241e-68,3.50399550479662e+67
1000,500,1,1,10,9,6.14627953933403e-76,1.62700051893239e+75
1000,500,1,1,10,10,2.73937927776178e-66,3.65046201567624e+65
1000,500,1,1,10,11,9.33706797282621e-65,1.07100002153815e+64
1000,500,1,1,10,12,1.16435852512302e-67,8.58841996192148e+66
1000,500,1,1,10,13,4.46534505363396e-65,2.2394685919875e+64
1000,500,1,1,10,14,5.59265995959322e-61,1.78805793169076e+60
1000,500,1,1,10,15,1.80801680212454e-64,5.53092205130469e+63
1000,500,1,1,10,16,6.97635638122525e-62,1.43341301010825e+61
1000,500,1,1,10,17,2.06211189021426e-68,4.849397381129e+67
1000,500,1,1,10,18,4.70478141620425e-67,2.12549725807833e+66
1000,500,1,1,10,19,5.9682891922675e-59,1.67552202613707e+58
1000,500,1,1,10,20,9.3362677294669e-70,1.07109182060388e+69
1000,500,1,1,10,21,6.4053023934523e-65,1.56120654197721e+64
1000,500,1,1,10,22,6.94673550860328e-65,1.43952508161788e+64
1000,500,1,1,10,23,8.34613163592847e-62,1.19815987049041e+61
1000,500,1,1,10,24,4.64375302851107e-67,2.15343062790019e+66
1000,500,1,1,10,25,1.32020235001928e-69,7.57459642444507e+68
1000,500,1,1,10,26,8.72453685770756e-54,1.14619264759775e+53
1000,500,1,1,10,27,8.15030089798398e-68,1.22694856609203e+67
1000,500,1,1,10,28,1.43046080500886e-58,6.9907542835038e+57
1000,500,1,1,10,29,3.21148983166909e-64,3.11381960527733e+63
1000,500,1,1,10,30,2.34833862121297e-67,4.25832965896322e+66
10000,500,1,1,10,1,0,Inf
10000,500,1,1,10,2,0,Inf
10000,500,1,1,10,3,0,Inf
10000,500,1,1,10,4,0,Inf
10000,500,1,1,10,5,0,Inf
10000,500,1,1,10,6,0,Inf
10000,500,1,1,10,7,0,Inf
10000,500,1,1,10,8,0,Inf
10000,500,1,1,10,9,0,Inf
10000,500,1,1,10,10,0,Inf
10000,500,1,1,10,11,0,Inf
10000,500,1,1,10,12,0,Inf
10000,500,1,1,10,13,0,Inf
10000,500,1,1,10,14,0,Inf
10000,500,1,1,10,15,0,Inf
10000,500,1,1,10,16,0,Inf
10000,500,1,1,10,17,0,Inf
10000,500,1,1,10,18,0,Inf
10000,500,1,1,10,19,0,Inf
10000,500,1,1,10,20,0,Inf
10000,500,1,1,10,21,0,Inf
10000,500,1,1,10,22,0,Inf
10000,500,1,1,10,23,0,Inf
10000,500,1,1,10,24,0,Inf
10000,500,1,1,10,25,0,Inf
10000,500,1,1,10,26,0,Inf
10000,500,1,1,10,27,0,Inf
10000,500,1,1,10,28,0,Inf
10000,500,1,1,10,29,0,Inf
10000,500,1,1,10,30,0,Inf
100,2000,1,1,10,1,1,1
100,2000,1,1,10,2,0.000175371562274124,5702.17877421253
100,2000,1,1,10,3,3.18162973399927e-07,3143043.29417683
100,2000,1,1,10,4,1.77977309658548e-05,56186.9376449456
100,2000,1,1,10,5,9.75823476141295e-06,102477.550955661
100,2000,1,1,10,6,0.0462239869249218,21.6337894354337
100,2000,1,1,10,7,0.000131490907488138,7605.08858827528
100,2000,1,1,10,8,0.000302519149322984,3305.57586928936
100,2000,1,1,10,9,1,1
100,2000,1,1,10,10,0.000984443394312742,1015.80243798387
100,2000,1,1,10,11,1.29941153190061e-07,7695791.32899746
100,2000,1,1,10,12,0.000738078074137194,1354.87021636429
100,2000,1,1,10,13,1,1
100,2000,1,1,10,14,6.82587364045006e-05,14650.1393473505
100,2000,1,1,10,15,0.00324646014817356,308.027807013924
100,2000,1,1,10,16,0.078104198068321,12.8034090962084
100,2000,1,1,10,17,4.64354673449761e-07,2153526.2961194
100,2000,1,1,10,18,0.181946826175251,5.49611125965342
100,2000,1,1,10,19,0.012446549164362,80.3435544097064
100,2000,1,1,10,20,2.65807008257467e-09,376212804.378498
100,2000,1,1,10,21,1,1
100,2000,1,1,10,22,0.0034300589619241,291.540177909667
100,2000,1,1,10,23,0.00119152720581037,839.259057723227
100,2000,1,1,10,24,1.36428635936706e-08,73298394.6613624
100,2000,1,1,10,25,0.000137145503177105,7291.52598396635
100,2000,1,1,10,26,0.00374620092056182,266.937097396802
100,2000,1,1,10,27,0.00487166063345752,205.268813909617
100,2000,1,1,10,28,0.000712391682291368,1403.72217258848
100,2000,1,1,10,29,0.143400465294054,6.97347807030765
100,2000,1,1,10,30,1.16196354933392e-07,8606121.94395627
1000,2000,1,1,10,1,8.79411337471878e-66,1.13712429825477e+65
1000,2000,1,1,10,2,1.30981593244012e-74,7.63466052926269e+73
1000,2000,1,1,10,3,8.58505819685531e-58,1.16481446842876e+57
1000,2000,1,1,10,4,8.90143792933127e-65,1.12341400112996e+64
1000,2000,1,1,10,5,3.80979787546995e-78,2.62481116501921e+77
1000,2000,1,1,10,6,8.92019206571125e-67,1.12105209465606e+66
1000,2000,1,1,10,7,1.64028741827061e-73,6.09649253454814e+72
1000,2000,1,1,10,8,2.48329253252652e-63,4.02691179916123e+62
1000,2000,1,1,10,9,4.96595223345064e-75,2.01371248250034e+74
1000,2000,1,1,10,10,7.2199391713429e-64,1.38505322035006e+63
1000,2000,1,1,10,11,2.77129196217624e-70,3.60842528917351e+69
1000,2000,1,1,10,12,4.87860908222473e-71,2.04976456023811e+70
1000,2000,1,1,10,13,4.6026391154773e-66,2.17266653958877e+65
1000,2000,1,1,10,14,6.01908440212252e-66,1.66138225217006e+65
1000,2000,1,1,10,15,2.13209993205176e-52,4.69021167801305e+51
1000,2000,1,1,10,16,6.43904258912933e-65,1.55302591364785e+64
1000,2000,1,1,10,17,1.39996433844048e-64,7.14303909422415e+63
1000,2000,1,1,10,18,2.81512902218221e-65,3.55223505608574e+64
1000,2000,1,1,10,19,1.27334722563388e-62,7.85331746022533e+61
1000,2000,1,1,10,20,1.93031315296757e-59,5.18050658496861e+58
1000,2000,1,1,10,21,5.59523400901429e-64,1.78723534777801e+63
1000,2000,1,1,10,22,9.24132386659456e-63,1.08209604428516e+62
1000,2000,1,1,10,23,2.62142586557804e-64,3.81471783402692e+63
1000,2000,1,1,10,24,2.73796753572176e-67,3.65234425519362e+66
1000,2000,1,1,10,25,1.020626068965e-61,9.79790768046995e+60
1000,2000,1,1,10,26,1.70736785001184e-63,5.85696866667056e+62
1000,2000,1,1,10,27,7.33012154561299e-75,1.36423385857563e+74
1000,2000,1,1,10,28,1.24560897851593e-64,8.02820160457932e+63
1000,2000,1,1,10,29,1.43589250763284e-58,6.96430961707963e+57
1000,2000,1,1,10,30,3.62041997016068e-71,2.76211049613567e+70
10000,2000,1,1,10,1,0,Inf
10000,2000,1,1,10,2,0,Inf
10000,2000,1,1,10,3,0,Inf
10000,2000,1,1,10,4,0,Inf
10000,2000,1,1,10,5,0,Inf
10000,2000,1,1,10,6,0,Inf
10000,2000,1,1,10,7,0,Inf
10000,2000,1,1,10,8,0,Inf
10000,2000,1,1,10,9,0,Inf
10000,2000,1,1,10,10,0,Inf
10000,2000,1,1,10,11,0,Inf
10000,2000,1,1,10,12,0,Inf
10000,2000,1,1,10,13,0,Inf
10000,2000,1,1,10,14,0,Inf
10000,2000,1,1,10,15,0,Inf
10000,2000,1,1,10,16,0,Inf
10000,2000,1,1,10,17,0,Inf
10000,2000,1,1,10,18,0,Inf
10000,2000,1,1,10,19,0,Inf
10000,2000,1,1,10,20,0,Inf
10000,2000,1,1,10,21,0,Inf
10000,2000,1,1,10,22,0,Inf
10000,2000,1,1,10,23,0,Inf
10000,2000,1,1,10,24,0,Inf
10000,2000,1,1,10,25,0,Inf
10000,2000,1,1,10,26,0,Inf
10000,2000,1,1,10,27,0,Inf
10000,2000,1,1,10,28,0,Inf
10000,2000,1,1,10,29,0,Inf
10000,2000,1,1,10,30,0,Inf
100,5000,1,1,10,1,1,1
100,5000,1,1,10,2,0.0154070461926795,64.9053678099012
100,5000,1,1,10,3,9.30168289700496e-05,10750.7427534644
100,5000,1,1,10,4,2.4265938015849e-05,41210.0286148782
100,5000,1,1,10,5,1.68786312101275e-10,5924651042.79298
100,5000,1,1,10,6,0.767023315864037,1.30374133265235
100,5000,1,1,10,7,14.8715557453037,0.067242460514986
100,5000,1,1,10,8,0.0036571929517903,273.433754571378
100,5000,1,1,10,9,0.000236217667914151,4233.38359416634
100,5000,1,1,10,10,0.038078968554522,26.261215520273
100,5000,1,1,10,11,0.00224897133290703,444.647730883878
100,5000,1,1,10,12,1.36871464538465e-05,73061.247892103
100,5000,1,1,10,13,0.000353635021562949,2827.77422773438
100,5000,1,1,10,14,0.00208171779405112,480.372509116116
100,5000,1,1,10,15,1.53372358206387e-07,6520079.70467754
100,5000,1,1,10,16,0.161608434388534,6.18779585226247
100,5000,1,1,10,17,0.000319235033078203,3132.48828099336
100,5000,1,1,10,18,7.43287718483344e-07,1345374.0390605
100,5000,1,1,10,19,0.00654190798712417,152.860603048561
100,5000,1,1,10,20,0.0126997847528315,78.7414920380479
100,5000,1,1,10,21,2.30555547594866e-05,43373.4954735164
100,5000,1,1,10,22,0.0236236832379103,42.3304016536778
100,5000,1,1,10,23,1367.91177954856,0.000731041295901422
100,5000,1,1,10,24,0.00722553830440661,138.397993045049
100,5000,1,1,10,25,5.92947842742867e-07,1686488.97578274
100,5000,1,1,10,26,1,1
100,5000,1,1,10,27,0.00674048717123692,148.357229172872
100,5000,1,1,10,28,1,1
100,5000,1,1,10,29,0.00116244190341332,860.258045639672
100,5000,1,1,10,30,9.66580513360055e-06,103457.49641939
1000,5000,1,1,10,1,3.07019303067788e-70,3.25712419384656e+69
1000,5000,1,1,10,2,2.18227428694796e-79,4.58237539607616e+78
1000,5000,1,1,10,3,3.27269126754501e-69,3.05558917187488e+68
1000,5000,1,1,10,4,8.50983560725763e-65,1.17511083192623e+64
1000,5000,1,1,10,5,1.89471081969748e-67,5.27785026402955e+66
1000,5000,1,1,10,6,1.10751295829445e-71,9.02923972591688e+70
1000,5000,1,1,10,7,1.03315920119935e-67,9.67905041971409e+66
1000,5000,1,1,10,8,2.54885984663027e-60,3.92332281950322e+59
1000,5000,1,1,10,9,7.75928045978938e-63,1.28877929491305e+62
1000,5000,1,1,10,10,6.08426212622008e-59,1.64358467675235e+58
1000,5000,1,1,10,11,1.75242839778037e-63,5.70636724026272e+62
1000,5000,1,1,10,12,2.66555777658752e-71,3.75156002538505e+70
1000,5000,1,1,10,13,1.4771202575373e-67,6.76992949556612e+66
1000,5000,1,1,10,14,2.61784312498933e-64,3.81993859927751e+63
1000,5000,1,1,10,15,1.00426826050407e-60,9.95749880114778e+59
1000,5000,1,1,10,16,9.74652751274759e-62,1.02600644043952e+61
1000,5000,1,1,10,17,4.2040449628267e-69,2.37866152441819e+68
1000,5000,1,1,10,18,1.15049871790668e-61,8.69188278470649e+60
1000,5000,1,1,10,19,1.0603328382228e-59,9.43100094566608e+58
1000,5000,1,1,10,20,4.69889175787459e-63,2.12816138682948e+62
1000,5000,1,1,10,21,1.14023624728212e-72,8.77011235508089e+71
1000,5000,1,1,10,22,6.22606958982388e-74,1.60614973150065e+73
1000,5000,1,1,10,23,6.15099981822189e-61,1.62575195830371e+60
1000,5000,1,1,10,24,2.44168776245353e-72,4.09552775492944e+71
1000,5000,1,1,10,25,3.8650990473418e-71,2.58725581867751e+70
1000,5000,1,1,10,26,4.92479927991325e-57,2.03053960813935e+56
1000,5000,1,1,10,27,6.04891022691222e-80,1.65319034749581e+79
1000,5000,1,1,10,28,3.55195239377958e-64,2.81535304851289e+63
1000,5000,1,1,10,29,1.09936338566291e-62,9.09617341309767e+61
1000,5000,1,1,10,30,3.26952147683346e-63,3.05855155589466e+62
10000,5000,1,1,10,1,0,Inf
10000,5000,1,1,10,2,0,Inf
10000,5000,1,1,10,3,0,Inf
10000,5000,1,1,10,4,0,Inf
10000,5000,1,1,10,5,0,Inf
10000,5000,1,1,10,6,0,Inf
10000,5000,1,1,10,7,0,Inf
10000,5000,1,1,10,8,0,Inf
10000,5000,1,1,10,9,0,Inf
10000,5000,1,1,10,10,0,Inf
10000,5000,1,1,10,11,0,Inf
10000,5000,1,1,10,12,0,Inf
10000,5000,1,1,10,13,0,Inf
10000,5000,1,1,10,14,0,Inf
10000,5000,1,1,10,15,0,Inf
10000,5000,1,1,10,16,0,Inf
10000,5000,1,1,10,17,0,Inf
10000,5000,1,1,10,18,0,Inf
10000,5000,1,1,10,19,0,Inf
10000,5000,1,1,10,20,0,Inf
10000,5000,1,1,10,21,0,Inf
10000,5000,1,1,10,22,0,Inf
10000,5000,1,1,10,23,0,Inf
10000,5000,1,1,10,24,0,Inf
10000,5000,1,1,10,25,0,Inf
10000,5000,1,1,10,26,0,Inf
10000,5000,1,1,10,27,0,Inf
10000,5000,1,1,10,28,0,Inf
10000,5000,1,1,10,29,0,Inf
10000,5000,1,1,10,30,0,Inf
100,10,10,1,10,1,3.10742291425722e-07,3218100.74647993
100,10,10,1,10,2,2.18103271354186e-06,458498.395641239
100,10,10,1,10,3,1.86207282672174e-08,53703592.343407
100,10,10,1,10,4,1.0172696827568e-06,983023.496080212
100,10,10,1,10,5,3.72372423204137e-07,2685483.50437807
100,10,10,1,10,6,4.75621262174317e-06,210251.323800889
100,10,10,1,10,7,0.000150800815485498,6631.26387467157
100,10,10,1,10,8,1.64584355998517e-06,607591.161342826
100,10,10,1,10,9,1,1
100,10,10,1,10,10,1.16883082948201e-06,855555.803950832
100,10,10,1,10,11,9.99901073226873e-05,10000.989365606
100,10,10,1,10,12,1.37922045351158e-05,72504.725220246
100,10,10,1,10,13,1.07970092863616e-07,9261824.0243913
100,10,10,1,10,14,0.00206323482330709,484.675805537798
100,10,10,1,10,15,1.65267314409059e-06,605080.323096958
100,10,10,1,10,16,8.71017109661792e-06,114808.30731193
100,10,10,1,10,17,7.19536069652665e-05,13897.8439327263
100,10,10,1,10,18,2.56699508687957e-07,3895605.43029942
100,10,10,1,10,19,0.0204744547052868,48.8413495936371
100,10,10,1,10,20,2.54249698266456e-06,393314.134419145
100,10,10,1,10,21,0.000469860308911792,2128.292134988
100,10,10,1,10,22,4.71649680652428e-06,212021.769762827
100,10,10,1,10,23,0.000922215758236573,1084.34494972431
100,10,10,1,10,24,6.43315891755089e-08,15544462.8807755
100,10,10,1,10,25,1.93110812111241e-05,51783.7395569521
100,10,10,1,10,26,8.65341309744997e-05,11556.1338484428
100,10,10,1,10,27,2.47908092741961e-08,40337529.4827856
100,10,10,1,10,28,5.04634679216853e-08,19816315.4690817
100,10,10,1,10,29,4.28589036607563e-08,23332374.7129735
100,10,10,1,10,30,5.29437946250606e-05,18887.9548034258
1000,10,10,1,10,1,1.53307858929247e-63,6.52282281537508e+62
1000,10,10,1,10,2,1.67111336710576e-75,5.98403447476412e+74
1000,10,10,1,10,3,2.15582109220056e-64,4.63860384156111e+63
1000,10,10,1,10,4,8.88426413998831e-66,1.12558562447392e+65
1000,10,10,1,10,5,5.53386312810817e-79,1.80705589720985e+78
1000,10,10,1,10,6,7.02260734330379e-69,1.42397253771211e+68
1000,10,10,1,10,7,1.52259366584031e-70,6.56774044471089e+69
1000,10,10,1,10,8,1.12879905238368e-63,8.85897270987521e+62
1000,10,10,1,10,9,1.52135666351472e-74,6.57308061930556e+73
1000,10,10,1,10,10,1.82858381443178e-63,5.46871295757774e+62
1000,10,10,1,10,11,8.13174471034576e-64,1.22974839425017e+63
1000,10,10,1,10,12,2.53982798159611e-74,3.93727452113339e+73
1000,10,10,1,10,13,8.05760958008085e-69,1.24106286121394e+68
1000,10,10,1,10,14,3.78015723454131e-68,2.64539260658913e+67
1000,10,10,1,10,15,6.47816793493774e-51,1.54364630562732e+50
1000,10,10,1,10,16,4.06646591139605e-63,2.45913779136216e+62
1000,10,10,1,10,17,1.2970956460489e-75,7.7095316991165e+74
1000,10,10,1,10,18,3.89142927919208e-74,2.56974989972737e+73
1000,10,10,1,10,19,2.2307944661074e-70,4.48270791053619e+69
1000,10,10,1,10,20,8.64767042117702e-74,1.15638079540026e+73
1000,10,10,1,10,21,2.29644239802091e-75,4.35456165093366e+74
1000,10,10,1,10,22,6.79591808156807e-73,1.47147153334912e+72
1000,10,10,1,10,23,1.45241635570464e-66,6.88507807057056e+65
1000,10,10,1,10,24,6.34005643980618e-66,1.57727302508141e+65
1000,10,10,1,10,25,5.73441665767651e-64,1.74385654146935e+63
1000,10,10,1,10,26,1.36612479868956e-62,7.31997545875193e+61
1000,10,10,1,10,27,1.280638923315e-78,7.80860226715155e+77
1000,10,10,1,10,28,4.45829603529673e-66,2.2430094190312e+65
1000,10,10,1,10,29,6.31004570453513e-63,1.58477457505781e+62
1000,10,10,1,10,30,2.47501725405812e-70,4.04037587358378e+69
10000,10,10,1,10,1,0,Inf
10000,10,10,1,10,2,0,Inf
10000,10,10,1,10,3,0,Inf
10000,10,10,1,10,4,0,Inf
10000,10,10,1,10,5,0,Inf
10000,10,10,1,10,6,0,Inf
10000,10,10,1,10,7,0,Inf
10000,10,10,1,10,8,0,Inf
10000,10,10,1,10,9,0,Inf
10000,10,10,1,10,10,0,Inf
10000,10,10,1,10,11,0,Inf
10000,10,10,1,10,12,0,Inf
10000,10,10,1,10,13,0,Inf
10000,10,10,1,10,14,0,Inf
10000,10,10,1,10,15,0,Inf
10000,10,10,1,10,16,0,Inf
10000,10,10,1,10,17,0,Inf
10000,10,10,1,10,18,0,Inf
10000,10,10,1,10,19,0,Inf
10000,10,10,1,10,20,0,Inf
10000,10,10,1,10,21,0,Inf
10000,10,10,1,10,22,0,Inf
10000,10,10,1,10,23,0,Inf
10000,10,10,1,10,24,0,Inf
10000,10,10,1,10,25,0,Inf
10000,10,10,1,10,26,0,Inf
10000,10,10,1,10,27,0,Inf
10000,10,10,1,10,28,0,Inf
10000,10,10,1,10,29,0,Inf
10000,10,10,1,10,30,0,Inf
100,50,10,1,10,1,0.00267164086719307,374.301805410934
100,50,10,1,10,2,2.25195672567123e-06,444058.266573455
100,50,10,1,10,3,1.52357886545077e-08,65634935.1304592
100,50,10,1,10,4,0.000174181199602256,5741.14773743382
100,50,10,1,10,5,5.92032236979726e+82,1.68909721048559e-83
100,50,10,1,10,6,1.11506900287232e-06,896805.48685695
100,50,10,1,10,7,3.98793545102641e-05,25075.6315462082
100,50,10,1,10,8,0.000169805048325146,5889.10641858646
100,50,10,1,10,9,0.000449578009542294,2224.30808174554
100,50,10,1,10,10,1.69530374755576e-06,589864.796465983
100,50,10,1,10,11,3.83615559754713e-05,26067.7643169482
100,50,10,1,10,12,7.72145716520579e-06,129509.233633539
100,50,10,1,10,13,1.02330335599921e-12,977227323781.76
100,50,10,1,10,14,5.33543972408515e-05,18742.597643561
100,50,10,1,10,15,3.35185751382217e-06,298342.037475121
100,50,10,1,10,16,4.02572065991054e-05,24840.2729468622
100,50,10,1,10,17,8.24374363304745e-07,1213041.11883248
100,50,10,1,10,18,2.39943659910258e-06,416764.502289418
100,50,10,1,10,19,0.00498996649076882,200.402147359095
100,50,10,1,10,20,0.00323424930718907,309.190759592096
100,50,10,1,10,21,1,1
100,50,10,1,10,22,8.69269649802127e-08,11503910.2104581
100,50,10,1,10,23,1.32336338418181e-06,755650.346649318
100,50,10,1,10,24,4.55842349432325e-09,219374088.705302
100,50,10,1,10,25,8.32167203892688e-05,12016.8157952179
100,50,10,1,10,26,0.0854685029475607,11.7002166355195
100,50,10,1,10,27,2.67169742101324e-08,37429388.2284301
100,50,10,1,10,28,0.0020832172479757,480.026747556798
100,50,10,1,10,29,1.4318086985053e-05,69841.7324216515
100,50,10,1,10,30,3.77266950277971e-08,26506429.9765245
1000,50,10,1,10,1,9.75517814656567e-63,1.02509660508051e+62
1000,50,10,1,10,2,5.16830844232659e-62,1.93486904111674e+61
1000,50,10,1,10,3,3.15937121629435e-69,3.16518677780735e+68
1000,50,10,1,10,4,2.9689014569624e-76,3.36824921438497e+75
1000,50,10,1,10,5,1.00554044986725e-70,9.94490077581678e+69
1000,50,10,1,10,6,5.39073660894686e-80,1.85503405664511e+79
1000,50,10,1,10,7,1.2840324889196e-71,7.78796493569573e+70
1000,50,10,1,10,8,9.17918940744288e-72,1.08942081442307e+71
1000,50,10,1,10,9,4.89320772741269e-72,2.0436491882366e+71
1000,50,10,1,10,10,2.32482852542034e-62,4.30139250729985e+61
1000,50,10,1,10,11,7.71602870082473e-77,1.29600347377287e+76
1000,50,10,1,10,12,8.33314277758666e-73,1.200027440655e+72
1000,50,10,1,10,13,3.60535270898472e-62,2.77365373298416e+61
1000,50,10,1,10,14,2.14749921191225e-69,4.65657912446704e+68
1000,50,10,1,10,15,1.03942294006726e-67,9.62072282083067e+66
1000,50,10,1,10,16,2.99212292245934e-63,3.34210868308198e+62
1000,50,10,1,10,17,3.30402931720827e-78,3.02660752673026e+77
1000,50,10,1,10,18,3.86786861775554e-60,2.58540322545982e+59
1000,50,10,1,10,19,9.64657121005576e-65,1.03663776301945e+64
1000,50,10,1,10,20,1.16196634296846e-65,8.60610125285827e+64
1000,50,10,1,10,21,3.78699002684011e-68,2.6406195762665e+67
1000,50,10,1,10,22,1.86084170995693e-69,5.37391221751551e+68
1000,50,10,1,10,23,1.06429338805517e-67,9.3959054075056e+66
1000,50,10,1,10,24,1.28864434505828e-66,7.7600930298171e+65
1000,50,10,1,10,25,5.73125401270521e-72,1.74481884380481e+71
1000,50,10,1,10,26,4.52330385881825e-65,2.21077343289792e+64
1000,50,10,1,10,27,8.49337141633145e-78,1.17738875527939e+77
1000,50,10,1,10,28,3.24007446731838e-69,3.08634881724691e+68
1000,50,10,1,10,29,1.63565652180661e-62,6.11375302007466e+61
1000,50,10,1,10,30,1.9029493791119e-62,5.25500053220908e+61
10000,50,10,1,10,1,0,Inf
10000,50,10,1,10,2,0,Inf
10000,50,10,1,10,3,0,Inf
10000,50,10,1,10,4,0,Inf
10000,50,10,1,10,5,0,Inf
10000,50,10,1,10,6,0,Inf
